uniqueid,text,text_translated,media,source,mode,num_persons,_timestamp,confidence,source_reliability,locations,origin_bool,origin,destination,geom_tweet,triage_status
2027,RT @ajplus: Croatian buses just dropped hundreds of refugees off at the Hungarian border. The Hungarians aren't letting them in. http://t.c…,croatian buses just dropped hundreds of refugees off at the hungarian border the hungarians arent letting them in,,twitter,bus,,2019-10-11 13:36:44.000000,1.00,0.82,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2028,RT @AFP: #BREAKING Around 20 buses of migrants reach Croatia's border with Hungary: AFP,breaking around 20 buses of migrants reach croatias border with hungary afp,,twitter,bus,20,2019-10-11 13:44:12.000000,1.00,0.88,"['hungary', 'croatia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2029,"Authorities are seen letting refugees cross slowly from #Croatia to #Hungary - AP

— Mashable News (MashableNews) … http://t.co/XLZVysJ9KF",authorities are seen letting refugees cross slowly from croatia to hungary ap mashable news mashablenews,,twitter,,,2019-10-11 13:50:35.000000,0.94,0.24,"['croatia', 'hungary']",,HR0,HU,01010000004850FC1873F72F40545227A089E84640,
2030,RT @millerC4: First Hungarian bus load of asylum-seekers has crossed from Croatia - heading for Austrian border? @Channel4News http://t.co/…,first hungarian bus load of asylum seekers has crossed from croatia heading for austrian border ?,['http://pbs.twimg.com/media/CPMLVAPWcAAvWkN.jpg'],twitter,bus,,2019-10-11 13:55:56.000000,0.85,0.16,"['croatia', 'austria']",,HR0,,01010000004850FC1873F72F40545227A089E84640,
2031,"According to Croatian media, #Hungary is putting refugees on buses and taking them to the border with #Austria. #migrantcrisis",according to croatian media hungary is putting refugees on buses and taking them to the border with austria migrantcrisis,,twitter,bus,,2019-10-11 14:06:06.000000,0.57,0.98,"['hungary', 'austria', 'croatia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2032,Two buses of migrants cross border from Croatia into Hungary: AFP http://t.co/ZRl5Bb0jp5,two buses of migrants cross border from croatia into hungary afp,,twitter,bus,2,2019-10-11 14:47:43.000000,1.00,0.63,"['croatia', 'hungary']",,HR0,HU,01010000004850FC1873F72F40545227A089E84640,
2033,RT @balazscseko: #Hungary takes over 19 busses of #refugees from #Croatia via @indexhu,hungary takes over 19 busses of refugees from croatia via,,twitter,bus,19,2019-10-11 15:12:49.000000,1.00,0.28,"['hungary', 'croatia']",,HR0,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2034,"RT @NedadMemic: Buses with #refugees passed the #Hungary's border, they will probably be subsequently brought to #Austria. https://t.co/eFQ…",buses with refugees passed the hungarys border they will probably be subsequently brought to austria,,twitter,bus,,2019-10-11 15:51:36.000000,0.96,0.30,"['austria', 'hungary']",,,,010100000076711B0DE05D30409A99999999194840,
2035,"Croatia closes its border, but migrants keep coming anyway http://t.co/B7cHlDguWh",croatia closes its border but migrants keep coming anyway,,twitter,,,2019-10-11 16:00:43.000000,0.61,0.67,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2036,RT @markmackinnon: Hundreds of refugees now crossing from Croatia into Slovenia. Being guided onto buses by police in riot gear... http://t…,hundreds of refugees now crossing from croatia into slovenia being guided onto buses by police in riot gear,['http://pbs.twimg.com/media/CPMpbc-WUAAUkzF.jpg'],twitter,bus,,2019-10-11 16:04:02.000000,0.99,0.79,"['croatia', 'slovenia']",,HR0,SI0,01010000004850FC1873F72F40545227A089E84640,
2037,"RT @Free_Media_Hub: #Croatia moving Refugees towards Hungary, says PM Milanovic http://t.co/7Nbb3kGdIc http://t.co/BWkrH8EaR5",croatia moving refugees towards hungary says pm milanovic,['http://pbs.twimg.com/media/CPMsXXjVEAEG9r4.jpg'],twitter,,,2019-10-11 16:16:52.000000,0.70,0.11,"['croatia', 'hungary']",,,HU,01010000004850FC1873F72F40545227A089E84640,
2038,RT @SoorSabet442: Many migrants heading for Croatia after Hungary closes border http://t.co/PJPRYNIhCY #News #Yemen #sms,many migrants heading for croatia after hungary closes border news yemen sms,,twitter,,,2019-10-11 16:34:02.000000,0.75,1.00,"['croatia', 'hungary', 'yemen']",,,,01010000004850FC1873F72F40545227A089E84640,
2039,"RT @MohammadiRashid: Many migrants heading for Croatia after Hungary closes border http://t.co/YQ9ijVzUfx  http://t.co/M2A0kkaZXt
@rkennedy…",many migrants heading for croatia after hungary closes border,['http://pbs.twimg.com/media/CPMnwHYUkAIBlwS.jpg'],twitter,,,2019-10-11 16:56:53.000000,0.92,1.00,"['croatia', 'hungary']",,,,01010000004850FC1873F72F40545227A089E84640,
2040,"RT @RT_com: Croatia refuses to accept refugees, partly closes borders with Serbia http://t.co/3ZGuDsmPbX http://t.co/verqvpLO23",croatia refuses to accept refugees partly closes borders with serbia,['http://pbs.twimg.com/media/CPM4dhiWsAAG5jz.jpg'],twitter,,,2019-10-11 17:09:43.000000,0.95,0.87,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
2041,#AFP Slovenia to send back train from Croatia carrying 150 migrants - AFP: Slovenia to send back train from Cr... http://t.co/zNEN4XLp7h,afp slovenia to send back train from croatia carrying 150 migrants afp slovenia to send back train from cr,,twitter,train,150,2019-10-11 17:14:05.000000,0.99,0.26,"['slovenia', 'croatia']",,HR0,,0101000000151DC9E53F042D402CD49AE61D074740,
2042,"BBC News - Croatia moving migrants towards Hungary, says PM Milanovic http://t.co/KZHLgvugZo",bbc news croatia moving migrants towards hungary says pm milanovic,,twitter,,,2019-10-11 17:18:08.000000,0.74,0.10,"['croatia', 'hungary']",,,HU,01010000004850FC1873F72F40545227A089E84640,
2043,"Croatia refuses to accept refugees, partly closes borders with Serbia:  Croatia has closed seven of its eight ... http://t.co/KCcP3fnRgD",croatia refuses to accept refugees partly closes borders with serbia croatia has closed seven of its eight,,twitter,,,2019-10-11 17:24:08.000000,0.99,0.32,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
2044,RT @gisela_estep: Many migrants heading for Croatia after Hungary closes border http://t.co/mPBFr0P1rn #Woman #BreakingNew #CNN,many migrants heading for croatia after hungary closes border woman breakingnew cnn,,twitter,,,2019-10-11 17:56:52.000000,0.95,1.00,"['croatia', 'hungary']",,,,01010000004850FC1873F72F40545227A089E84640,
2045,100s of refugees sitting at Slovenian border crossing after walking from Croatia. 100s more coming behind them http://t.co/rEFzdnqhsN,100s of refugees sitting at slovenian border crossing after walking from croatia 100s more coming behind them,['http://pbs.twimg.com/media/CPNF0paWwAAMzeY.jpg'],twitter,on foot,,2019-10-11 18:08:12.000000,0.59,0.11,"['croatia', 'slovenia']",,HR0,,01010000004850FC1873F72F40545227A089E84640,
2046,"RT @dalje: Police say 17,089 migrants enter Croatia by 7pm http://t.co/aVZg1pvfwj",police say 17 089 migrants enter croatia by 7pm,,twitter,,,2019-10-11 19:36:17.000000,0.93,0.04,['croatia'],,,HR0,01010000004850FC1873F72F40545227A089E84640,
2047,Overstretched Croatia busses migrants to Hungary http://t.co/3DIIFqDR4D,overstretched croatia busses migrants to hungary,,twitter,bus,,2019-10-11 18:31:04.000000,0.90,0.99,"['croatia', 'hungary']",,,,01010000004850FC1873F72F40545227A089E84640,
2048,Croatia Buses Migrants to Hungary Border via /r/worldnews http://t.co/ZGZrbNaPjH,croatia buses migrants to hungary border via r worldnews,,twitter,bus,,2019-10-11 18:57:23.000000,0.72,0.46,"['croatia', 'hungary']",,,HU,01010000004850FC1873F72F40545227A089E84640,
2049,▪More than 17 000 migrants entered Croatia the last 3 days (Reuters),more than 17 000 migrants entered croatia the last 3 days reuters,,twitter,,,2019-10-11 19:19:18.000000,0.56,0.33,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2242,Croatia diverts migrants to Slovenia after Hungary border closure - Reuters http://t.co/HVF9TG0fCv,croatia diverts migrants to slovenia after hungary border closure reuters,,twitter,,,2019-11-09 09:18:43.000000,0.81,1.00,"['croatia', 'slovenia', 'hungary']",,,SI0,01010000004850FC1873F72F40545227A089E84640,
2050,RT @indexhu: 1500 #refugees are headed towards #Nagykanizsa from #Gyekenyes on foot. Escorted by #hungarian #police #refugeecrisis http://t…,1500 refugees are headed towards nagykanizsa from gyekenyes on foot escorted by hungarian police refugeecrisis,['http://pbs.twimg.com/media/CPNWRY0UYAARUWz.jpg'],twitter,on foot,1500,2019-10-11 19:19:57.000000,1.00,0.05,[],,,,,
2051,RT @igeldard: Croatia puts migrants on buses to Hungary http://t.co/l3UXIJsRQr http://t.co/0lNeN6nS91,croatia puts migrants on buses to hungary,['http://pbs.twimg.com/media/CPNYtRLWwAAAtQm.jpg'],twitter,bus,,2019-10-11 19:30:36.000000,0.79,0.95,"['croatia', 'hungary']",,,,01010000004850FC1873F72F40545227A089E84640,
2052,guardando IN DIRETTA su #Periscope: See the chaos as refugees board trains in Croatia https://t.co/GOX125Ub9r,guardando in diretta su periscope see the chaos as refugees board trains in croatia,,twitter,train,,2019-10-11 20:09:12.000000,0.72,0.16,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2053,Croatia closes border crossings with Serbia as migrant crisis deepens http://t.co/tsty3nkpGW,croatia closes border crossings with serbia as migrant crisis deepens,,twitter,,,2019-10-11 22:38:33.000000,0.54,0.95,"['croatia', 'serbia']",,,,01010000004850FC1873F72F40545227A089E84640,
2054,"RT @NBCNightlyNews: Croatia overwhelmed after more than 14,000 migrants cross border in 2 days. @KeirSimmons reports now #NBCNightlyNews ht…",croatia overwhelmed after more than 14 000 migrants cross border in 2 days reports now nbcnightlynews ht,['http://pbs.twimg.com/media/CPOEEwuWoAAOMYf.jpg'],twitter,,,2019-10-11 22:40:46.000000,0.69,0.19,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2055,Many migrants heading for Croatia after Hungary closes border http://t.co/pxUg4R7d9n #LONDON #Yemen #Reuters,many migrants heading for croatia after hungary closes border london yemen reuters,,twitter,,,2019-10-11 23:01:42.000000,0.82,1.00,"['croatia', 'hungary', 'yemen']",,,,01010000004850FC1873F72F40545227A089E84640,
2056,RT @ALangleyShields: “@TomMayerEuropa: Hungarian Police confirm about 40 buses =3200 #refugees arrive tonight in Austria. http://t.co/eThKf…,hungarian police confirm about 40 buses 3200 refugees arrive tonight in austria,['http://pbs.twimg.com/media/CPONXdfXAAAdgsK.jpg'],twitter,bus,3200,2019-10-11 23:23:18.000000,1.00,0.99,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
2057,RT @gisela_estep: Many migrants heading for Croatia after Hungary closes border http://t.co/hRfBoKCW3p #humanrights #LONDON #iran,many migrants heading for croatia after hungary closes border humanrights london iran,,twitter,,,2019-10-12 01:01:26.000000,0.91,1.00,"['croatia', 'hungary']",,,,01010000004850FC1873F72F40545227A089E84640,
2058,RT @bkalnoky: Slovenia used tear gas to stop a breaktrough attempt of migrants at the border to Croatia. Media not getting too excited - it…,slovenia used tear gas to stop a breaktrough attempt of migrants at the border to croatia media not getting too excited it,,twitter,,,2019-10-12 05:14:53.000000,0.53,0.37,"['slovenia', 'croatia']",,,HR0,0101000000151DC9E53F042D402CD49AE61D074740,
2059,RT @VladaRH: #Refugees were transferred from Tovarnik to Botovo on the HUN border tonight. They arrived at 5:20am. The train went back to p…,refugees were transferred from tovarnik to botovo on the hun border tonight they arrived at 520am the train went back to p,,twitter,train,,2019-10-12 05:32:28.000000,0.93,0.01,['tovarnik'],,HR04C,,01010000006666666666263340211FF46C56954640,
2060,#Syria: Border stand-off worsens as Croatia busses migrants to Hungary border http://t.co/EI7vVttGi1,syria border stand off worsens as croatia busses migrants to hungary border,,twitter,bus,,2019-10-12 05:46:22.000000,0.59,1.00,"['croatia', 'hungary', 'syria']",,,HU,01010000004850FC1873F72F40545227A089E84640,
2061,Croatia stems migrant flood by closing border crossings,croatia stems migrant flood by closing border crossings,,twitter,,,2019-10-12 06:52:17.000000,0.87,0.02,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2062,"RT @panyiszabolcs: 8000 #refugees arrived to #Hungary on Friday, some 3-4,000 were brought to the #Austria-n border. I don't see where&amp;when…",8000 refugees arrived to hungary on friday some 3 4 000 were brought to the austria n border i dont see whereampwhen,,twitter,,8000,2019-10-12 07:40:39.000000,1.00,0.08,"['hungary', 'austria']",,,HU,0101000000B003E78C280D3340D7A3703D0ABF4740,
2063,"RT @AFPphoto: #Croatia said it had reached saturation point after more than 14,000 migrants arrived in 48 hours http://t.co/pjTRKEZALT",croatia said it had reached saturation point after more than 14 000 migrants arrived in 48 hours,['http://pbs.twimg.com/media/CPQW9i1WgAAwHGc.jpg'],twitter,,,2019-10-12 09:22:21.000000,0.60,0.93,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2064,RT @MIJamjoom: Hundreds of #refugees wait 2get on buses 2take them from #Bregana #Croatia into #Slovenia #refugeecrisis @AJEnglish http://t…,hundreds of refugees wait 2get on buses 2take them from bregana croatia into slovenia refugeecrisis,['http://pbs.twimg.com/media/CPQYddSWEAALSgO.jpg'],twitter,bus,,2019-10-12 09:28:26.000000,0.94,0.80,"['croatia', 'slovenia']",,HR0,SI0,01010000004850FC1873F72F40545227A089E84640,
2065,RT @jalilabbasi2014: Many migrants heading for Croatia after Hungary closes border http://t.co/cFe0fFvjOs #LONDON #Syria #politics,many migrants heading for croatia after hungary closes border london syria politics,,twitter,,,2019-10-12 09:32:04.000000,0.86,1.00,"['croatia', 'hungary', 'syria']",,,,01010000004850FC1873F72F40545227A089E84640,
2066,"Brother-nations holding tight: Slovenia, Croatia, Serbia.
Sending refugees to Hungary.",brother nations holding tight slovenia croatia serbia sending refugees to hungary,,twitter,,,2019-10-12 10:32:51.000000,0.85,0.04,"['slovenia', 'croatia', 'serbia', 'hungary']",,,,0101000000151DC9E53F042D402CD49AE61D074740,
2067,"@DylanMohanGray &gt; the refugees reaching Austria, Germany #freeEurope #theWest",gt the refugees reaching austria germany freeeurope thewest,,twitter,,,2019-10-12 10:48:11.000000,0.51,0.00,"['austria', 'germany', 'germany']",,,,010100000076711B0DE05D30409A99999999194840,
2068,RT @ForTheGist: Hungary Seizes Refugee Train Arriving From Croatia  &gt;&gt;&gt;  http://t.co/kLErUWDmJy,hungary seizes refugee train arriving from croatia gtgtgt,,twitter,train,,2019-10-12 11:20:32.000000,0.59,0.38,"['hungary', 'croatia']",,,HR0,0101000000B003E78C280D3340D7A3703D0ABF4740,
2069,RT @HarrietSalem: A man passes a child across the #Croatia-#Slovenia border. Hundreds of migrants still waiting to cross #migrantcrisis htt…,a man passes a child across the croatia slovenia border hundreds of migrants still waiting to cross migrantcrisis htt,['http://pbs.twimg.com/media/CPQ2GeQUkAANi5a.jpg'],twitter,,,2019-10-12 11:37:53.000000,0.80,0.75,"['croatia', 'slovenia']",,,,01010000004850FC1873F72F40545227A089E84640,
2070,#International #News Hungary seizes refugee train arriving from Croatia http://t.co/yUnSvaVEzF,international news hungary seizes refugee train arriving from croatia,,twitter,train,,2019-10-12 12:00:54.000000,0.78,0.93,"['hungary', 'croatia']",,HR0,HR0,0101000000B003E78C280D3340D7A3703D0ABF4740,
2071,RT @tfajon: More than 1500 #refugees entered Slovenia in the last 24 hours. #EUWakeUp,more than 1500 refugees entered slovenia in the last 24 hours euwakeup,,twitter,,1500,2019-10-12 12:25:55.000000,0.99,0.43,['slovenia'],,,,0101000000151DC9E53F042D402CD49AE61D074740,
2072,"Migrants surge into Western Europe through Austria: BUDAPEST, Hungary (AP) — Thousands of migrants flooded int... http://t.co/DMppeqb4Bo",migrants surge into western europe through austria budapest hungary ap thousands of migrants flooded int,,twitter,,,2019-10-12 12:49:22.000000,0.70,0.97,"['austria', 'budapest', 'hungary']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2074,RT @ValentinaHinter: Refugees crossing the border to austria. Every hour a Bus picks about 50 up. #heiligenkreuz  #refugees #austria http:/…,refugees crossing the border to austria every hour a bus picks about 50 up heiligenkreuz refugees austria,['http://pbs.twimg.com/media/CPRf00XVAAA3p2l.jpg'],twitter,bus,50,2019-10-12 14:40:14.000000,1.00,0.27,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
2075,RT @BBCWorld: Hundreds of migrants arrive at Hungary-Austria border at Szentgotthard  http://t.co/UTpRCHA6TZ (via @annaholligan) http://t.c…,hundreds of migrants arrive at hungary austria border at szentgotthard via,['http://pbs.twimg.com/media/CPR35qtVAAA79FP.jpg'],twitter,,,2019-10-12 16:25:49.000000,1.00,0.98,"['hungary', 'austria']",,,HU,0101000000B003E78C280D3340D7A3703D0ABF4740,
2076,1946 #Bregana: Chains of riot police blocking border to #Slovenia while buses with 1000 refugees from #Tovarnik about to arrive soon.,1946 bregana chains of riot police blocking border to slovenia while buses with 1000 refugees from tovarnik about to arrive soon,,twitter,bus,1000,2019-10-12 17:46:48.000000,0.99,0.02,"['slovenia', 'tovarnik']",,HR04C,SI0,01010000006666666666263340211FF46C56954640,
2077,"Gawker - 17,000 Refugees Stranded After Croatia Closes Its Borders http://t.co/kdOBoFk5l4",gawker 17 000 refugees stranded after croatia closes itsborders,,twitter,,0,2019-10-12 18:14:09.000000,0.95,0.63,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2078,"17,000 Refugees Stranded After Croatia Closes Its Borders - Since Wednesday, the New York Times reports, more than... http://t.co/7mOQEQYksJ",17 000 refugees stranded after croatia closes itsborders since wednesday the new york times reports more than,,twitter,,0,2019-10-12 18:17:50.000000,0.90,0.51,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2079,RT @REPORTER_47: Germany halts ALL trains from Austria amid overwhelming influx of refugees and to re-impose border controls http://t.co/Bi…,germany halts all trains from austria amid overwhelming influx of refugees and to re impose border controls,,twitter,train,,2019-10-12 18:25:10.000000,0.94,0.77,"['germany', 'austria']",,AT,,0101000000151DC9E53FC42A40EEEBC03923424A40,
2080,"Nearly 4,700 migrants rescued off Libya coast: Italian coastguard - Reuters https://t.co/BzNMfd5AjB",nearly 4 700 migrants rescued off libya coast italian coastguard reuters,,twitter,,,2019-10-12 18:26:59.000000,0.71,0.32,"['libya', 'italia']",,,,01010000009031772D215F2A40C139234A7B734040,
2081,Italian navy rescued 4.541 refugees and migrants today.  https://t.co/u6gOaLrnHQ,italian navy rescued 4 541 refugees and migrants today,,twitter,,541,2019-10-12 18:32:06.000000,0.75,0.39,['italia'],,,,010100000000000000000029403333333333F34440,
2082,Another ten buses of refugees &amp; migrants arrive at #Beremend crossing. Local volunteers hand out bottles of water. http://t.co/4rlmCpqd8a,another ten buses of refugees amp migrants arrive at beremend crossing local volunteers hand out bottles of water,['http://pbs.twimg.com/media/CPSbmdGWgAEB1hd.jpg'],twitter,bus,,2019-10-12 19:01:35.000000,0.77,0.45,[],,,,,
2083,"RT @BrezMeja: Train from #Maribor crossed the border with #Austria, cca 250 #Refugees on the way to #Vienna. @HBF_Vie please let us know wh…",train from maribor crossed the border with austria cca 250 refugees on the way to vienna please let us know wh,,twitter,train,250,2019-10-12 19:45:57.000000,1.00,0.98,"['maribor', 'austria', 'vienna']",,SI032,AT13,0101000000D122DBF97E4A2F40F31FD26F5F474740,
2084,Italy rescues thousands of refugees off Libyan coast http://t.co/pLQzHVzL7L,italy rescues thousands of refugees off libyancoast,,twitter,,,2019-10-12 19:59:14.000000,0.53,0.99,"['italy', 'libya']",,,,010100000000000000000029403333333333F34440,
2085,#Migrants start arriving in #Austria across #Slovenia border http://t.co/BI6tdLNxv0,migrants start arriving in austria across slovenia border,,twitter,,,2019-10-12 20:30:26.000000,0.69,1.00,"['austria', 'slovenia']",,,AT,010100000076711B0DE05D30409A99999999194840,
2086,Thousands Flood Into Austria as Migrants Are Bounced Around Europe - New York Times http://t.co/HqBNJkSpMD,thousands flood into austria as migrants are bounced around europe new york times,,twitter,,,2019-10-12 21:19:55.000000,0.70,0.72,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
2087,Thousands Flood Into Austria as Migrants Are Bounced Around Europe: Thousands of migrants poured into Austria ... http://t.co/mWyQr3PKni,thousands flood into austria as migrants are bounced around europe thousands of migrants poured into austria,,twitter,,,2019-10-12 21:57:08.000000,0.51,1.00,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
2088,"RT @CovertAnonymous: RT_com: #RefugeeCrisis: #Hungary finishes border fence, slams #Croatia after train incident … http://t.co/Etjg5XmDlF",com refugeecrisis hungary finishes border fence slams croatia after train incident,['http://pbs.twimg.com/media/CPTEU0QUcAE_16f.jpg'],twitter,train,,2019-10-12 22:01:47.000000,0.95,0.20,"['hungary', 'croatia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2089,Thousands Flood Into Austria as Migrants Are Bounced Around Europe http://t.co/1vYy4QLZqc,thousands flood into austria as migrants are bounced around europe,,twitter,,,2019-10-12 22:11:37.000000,0.84,0.84,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
2090,RT @wheelertweets: A flood of migrants &amp; refugees surging across Europe. BBC on the #Austria-#Hungary border &amp; Hungary-#Croatia border http…,a flood of migrants amp refugees surging across europe bbc on the austria hungary border amp hungary croatia border,,twitter,,,2019-10-12 22:54:49.000000,0.69,0.13,"['austria', 'hungary', 'croatia']",,,,010100000076711B0DE05D30409A99999999194840,
2091,#Seeking new routes across Europe: Slovenia buckles under pressure as Hungary closes border #jobs to... http://t.co/5IaiWB0tdp,seeking new routes across europe slovenia buckles under pressure as hungary closes border jobs to,,twitter,,,2019-10-13 01:23:22.000000,0.88,0.99,"['slovenia', 'hungary']",,,,0101000000151DC9E53F042D402CD49AE61D074740,
2092,Thousands of refugees enter Austria http://t.co/FZnl9ZfGOq #UK #ITV #news,thousands of refugees enter austria uk itv news,,twitter,,,2019-10-13 03:05:09.000000,0.63,1.00,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
2093,"RT @otmarianna: 25.000 migrants arrived in Croatia since Wednesday, @jutarnjihr writes",25 000 migrants arrived in croatia since wednesday writes,,twitter,,,2019-10-13 13:29:22.000000,0.72,0.71,['croatia'],,,,01010000004850FC1873F72F40545227A089E84640,
2094,RT @annafifield: Hungary and Slovenia start to allow some migrants to pass through from Croatia - our report from the borders http://t.co/s…,hungary and slovenia start to allow some migrants to pass through from croatia our report from the borders,,twitter,,,2019-10-13 07:35:40.000000,0.67,0.35,"['hungary', 'slovenia', 'croatia']",,HR0,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2095,Coordinators in #Bregana say that it is unclear if the expected buses with 1000 #refugees arrive today. UNHCR seems to prepare for 3000.,coordinators in bregana say that it is unclear if the expected buses with 1000 refugees arrive today unhcr seems to prepare for 3000,,twitter,bus,1000,2019-10-13 08:36:10.000000,0.81,0.04,[],,,,,
2096,"RT @VoiceofCroatia: Around 700 #refugees are waiting to cross into #Slovenia, they spent the night in the rain @hrtvijesti http://t.co/V5SV…",around 700 refugees are waiting to cross into slovenia they spent the night in the rain,['http://pbs.twimg.com/media/CPVW0mKWwAAjwiQ.jpg'],twitter,,700,2019-10-13 08:40:12.000000,0.81,0.39,['slovenia'],,,SI0,0101000000151DC9E53F042D402CD49AE61D074740,
2097,"RT @BenBrownBBC: Refugees this morning at Tovarnik on Croatia Serbia border - about 2,000 waiting for buses and trains #refugeecrisis http:…",refugees this morning at tovarnik on croatia serbia border about 2 000 waiting for buses and trains refugeecrisis,['http://pbs.twimg.com/media/CPVe_8rWEAAC7WF.jpg'],twitter,bus,,2019-10-13 09:15:03.000000,0.97,0.06,"['tovarnik', 'croatia', 'serbia']",,,HR04C,01010000006666666666263340211FF46C56954640,
2098,"DunyaNews: Refugees blocked near Turkey-Greece border disperse: EDIRNE, Turkey (AFP) - Hundreds of mostly Syri... http://t.co/Sx4VdV3VIy",dunyanews refugees blocked near turkey greece border disperse edirne turkey afp hundreds of mostly syri,,twitter,,,2019-10-13 10:21:30.000000,0.83,0.04,"['greece', 'edirne', 'turkey']",,,,0101000000304CA60A46853A408FC2F5285C8F4440,
2099,"RT @GulfTimes_QATAR: #Hungary reopens main border crossing with #Serbia
http://t.co/VHKbX6XV82
#refugees #migrants http://t.co/5nIJCnuPQf",hungary reopens main border crossing with serbia refugees migrants,['http://pbs.twimg.com/media/CPVwseZVEAAtPZI.jpg'],twitter,,,2019-10-13 10:32:22.000000,0.90,1.00,"['hungary', 'serbia']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
2100,"11,000 refugees have arrived in Austria, with thousands more ... http://t.co/M0wviVJbSx | https://t.co/ESgBKrDEHt http://t.co/ozmsrmt9lH",11 000 refugees have arrived in austria with thousands more,['http://pbs.twimg.com/media/CPV1ZIdUsAAty-s.jpg'],twitter,,0,2019-10-13 10:52:53.000000,0.76,0.92,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
2101,RT @marykbruce: Refugees arriving by the hundreds to cross from Serbia into Croatia... http://t.co/FURe3MDHYV,refugees arriving by the hundreds to cross from serbia into croatia,['http://pbs.twimg.com/media/CPV9N89WwAE6rYh.jpg'],twitter,,,2019-10-13 11:27:04.000000,0.64,0.85,"['serbia', 'croatia']",,RS,HR0,01010000000F0BB5A679773440545227A089684640,
2102,"Thousands more pour into Austria in deepening migrant crisis: Crowded aboard buses and trains, thousands more ... http://t.co/0LYKH2fD5L",thousands more pour into austria in deepening migrant crisis crowded aboard buses and trains thousands more,,twitter,bus,,2019-10-13 11:27:08.000000,0.72,0.24,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
2103,"RT @CraigZelizer: Thousands of refugees arrive in Austria as Hungary, Croatia let them pass http://t.co/MpZzJ6fcff",thousands of refugees arrive in austria as hungary croatia let them pass,,twitter,,,2019-10-13 11:55:51.000000,0.73,1.00,"['austria', 'hungary', 'croatia']",,,AT,010100000076711B0DE05D30409A99999999194840,
2104,RT @nofrontexvienna: 100 #refugees demanding border crossing at #BadRadkersburg towards #Austria. Marching on the Mur Bridge.,100 refugees demanding border crossing at badradkersburg towards austria marching on the mur bridge,,twitter,on foot,100,2019-10-13 12:15:22.000000,1.00,0.00,"['austria', 'mur']",,,AT,010100000076711B0DE05D30409A99999999194840,
2105,13 migrants die off Turkey as Hungary reopens border with Serbia http://t.co/Xk2c2D0BBi,13 migrants die off turkey as hungary reopens border with serbia,,twitter,,13,2019-10-13 12:18:08.000000,0.62,0.99,"['turkey', 'hungary', 'serbia']",,,,01010000003BDF4F8D976E40409CC420B072F84340,
2106,The Latest: Hungary reopens main border crossing to Serbia #WorldNews http://t.co/E1KgNh2ZlQ,the latest hungary reopens main border crossing to serbia worldnews,,twitter,,,2019-10-13 12:21:08.000000,0.87,0.43,"['hungary', 'serbia']",,,RS,0101000000B003E78C280D3340D7A3703D0ABF4740,
2107,"RT @CBSNews: Austria takes in 11,000 new migrants in just 24 hours - http://t.co/U24t4KEc1x http://t.co/kK7fy9DzHL",austria takes in 11 000 new migrants in just 24 hours,['http://pbs.twimg.com/media/CPWRIvHUsAAh3Fr.jpg'],twitter,,,2019-10-13 12:54:06.000000,1.00,0.64,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
2108,Austria takes in 11000 new migrants in just 24 hours - CBS News: CBS NewsAustria takes in 11000 new migrants i... http://t.co/vWtpA4irYg,austria takes in 11000 new migrants in just 24 hours cbs news cbs newsaustria takes in 11000 new migrants i,,twitter,,,2019-10-13 12:37:12.000000,0.99,0.86,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
2109,"RT @ajplus: Hundreds of refugees climbed through windows of a train in Tovarnik, Croatia, desperately trying to get to Hungary:
https://t.c…",hundreds of refugees climbed through windows of a train in tovarnik croatia desperately trying to get to hungary,,twitter,train,,2019-10-13 13:09:24.000000,1.00,0.89,"['tovarnik', 'croatia', 'hungary']",,,HU,01010000006666666666263340211FF46C56954640,
